,text,labels
5043,"Consistently , nitric oxide production by macrophages is significantly augmented and reduced by black pepper and cardamom , respectively .
",
5044,"Remarkably , it is evident that black pepper and cardamom extracts significantly enhance the cytotoxic activity of natural killer cells , indicating their potential anti-cancer effects .
",
5045,"Our findings strongly suggest that black pepper and cardamom exert immunomodulatory roles and antitumor activities , and hence they manifest themselves as natural agents that can promote the maintenance of a healthy immune system .
",Tumor promoting inflammation--Immune response
5046,"We anticipate that black pepper and cardamom constituents can be used as potential therapeutic tools to regulate inflammatory responses and prevent/attenuate carcinogenesis .
",Tumor promoting inflammation--Inflammation--
5047,"OBJECTIVE To study the effects of genistein on the proliferation , apoptosis induction and expression of related gene proteins of human colon cancer cells in vitro and in vivo , and its mechanisms of action .
",
5048,"METHODS MTT colorimetric assay was used to detect the effects of genistein on the proliferation of human colon adenocarcinoma SW480 cells .
",
5049,"Light and transmission electron microscopy were used to study the histological and ultrastructural changes .
",
5050,"Flow cytometry was used to determine the effects of genistein on cell cycle and apoptosis .
",
5051,"Flow cytometry and immunohistochemistry were used to determine the effects of genistein on apoptosis induction and expression of related gene proteins of colon cancer cells .
",
5052,"RESULTS The MTT colorimetric assay showed that genistein inhibited the proliferation of SW480 cells in a dose-dependent and time-dependent manner , and the highest inhibition rate was 60.2% after 80 microg/ml genistein treatment for 72 h .
",
5053,"The light microscopy revealed that many genistein-treated cancer cells were shrunken , disrupted , or showing cytoplasmic vacuolization .
",
5054,"The electron microscopic examination showed cell shrinkage , nuclear fragmentation and pronounced chromatin condensation , sometimes formed crescent chromatin condensation attached to the nuclear membrane .
",Resisting cell death--Apoptosis
5055,"The results of flow cytometry showed that : after SW480 cells were treated with 0 , 20 , 40 , 80 microg/ml genistein for 48 h , the FI values of PCNA were 1.49 +/- 0.02 , 1.28 +/- 0.04 , 1.14 +/- 0.03 , and 0.93 +/- 0.08 ; the FI values of VEGF were 1.75 +/- 0.02 , 1.34 +/- 0.06 , 1.32 +/- 0.04 , and 1.23 +/- 0.04 ; the fluorescence index ( FI ) values of p21 were 1.26 +/- 0.05 , 1.36 +/- 0.06 , 1.61 +/- 0.03 , and 1.73 +/- 0.03 , respectively .
","Sustaining proliferative signaling--Cell cycle,Evading growth suppressors--By deregulating cell cycle checkpoints--Cell cycle"
5056,"There were statistically significant differences between the control group and each treatment group ( P < 0.05 or P < 0.01 ) .
",Evading growth suppressors--By deregulating cell cycle checkpoints--Cell cycle
5057,"The scores of immunohistochemical staining of PCNA and VEGF proteins were decreased , while p21 increased .
","Sustaining proliferative signaling--Cell cycle,Evading growth suppressors--By deregulating cell cycle checkpoints--Cell cycle,Inducing angiogenesis--By deregulating angiogenesis--Angiogenic factors"
5058,"There were statistically significant differences between the control group and each treatment group ( P < 0.05 or P < 0.01 ) .
",
5059,"CONCLUSION Genistein can inhibit the growth of colon cancer cells via apoptosis induction and cell cycle arrest at G(2)/M phase .
","Resisting cell death--Apoptosis,Sustaining proliferative signaling--Cell cycle,Evading growth suppressors--By deregulating cell cycle checkpoints--Cell cycle"
5060,"The anti-tumor mechanisms of genistein may be related with the down-regulation of expression of VEGF and PCNA , and up-regulation of the expression of p21 .
","Inducing angiogenesis--By deregulating angiogenesis--Angiogenic factors,Sustaining proliferative signaling--Cell cycle,Evading growth suppressors--By deregulating cell cycle checkpoints--Cell cycle"
5061,"BACKGROUND Dendritic cells ( DCs ) isolated from tumor bearing animals or from individuals with solid tumors display functional abnormalities and the DC impairment has emerged as one mechanism for tumor evasion from the control of the immune system .
",
5062,"Ductal pancreatic adenocarcinoma ( PDAC ) , the most common pancreatic cancer , is recognized as a very aggressive cancer type with a mortality that almost matches the rate of incidence .
",
5063,"METHODS We examined the systemic influence ductal pancreatic adenocarcinoma ( PDAC ) exerted on levels of peripheral blood DCs and inflammatory mediators in comparison to the effects exerted by other pancreatic tumors , chronic pancreatitis , and age-matched controls .
",
5064,"RESULTS All groups examined , including PDAC , had decreased levels of myeloid DCs ( MDC ) and plasmacytoid DCs ( PDC ) and enhanced apoptosis in these cells as compared to controls .
",
5065,"We found elevated levels of PGE2 and CXCL8 in subjects with PDAC , and chronic pancreatitis .
",
5066,"Levels of these inflammatory factors were in part restored in PDAC after tumor resection , whereas the levels of DCs were impaired in the majority of these patients approximately 12 weeks after tumor removal .
","Tumor promoting inflammation--Inflammation--,Tumor promoting inflammation--Immune response"
5067,"Our results prove that solid pancreatic tumors , including PDAC , systemically affect blood DCs .
",
5068,"The impairments do not seem to be tumor-specific , since similar results were obtained in subjects with chronic pancreatitis .
",
5069,"Furthermore , we found that PDAC patients with a survival over 2 years had significant higher levels of blood DCs compared to patients with less than one year survival .
",
5070,"CONCLUSIONS Our findings points to the involvement of inflammation in the destruction of the blood MDCs and PDCs .
",Tumor promoting inflammation--Inflammation--
5071,"Furthermore , the preservation of the blood DCs compartment in PDAC patients seems to benefit their ability to control the disease and survival .
",
5072,"Targeting cancer cell metabolism is a new promising strategy to fight cancer .
",
5073,"Metformin , a widely used antidiabetic agent , exerts antitumoral and antiproliferative action .
",
5074,"In this study , the addition of metformin to 2-deoxyglucose ( 2DG ) inhibited mitochondrial respiration and glycolysis in prostate cancer cells leading to a severe depletion in ATP .
",Cellular energetics--Glycolysis/Warburg effect
5075,"The combination of the two drugs was much more harmful for cancer cells than the treatment with metformin or 2DG alone , leading to 96% inhibition of cell viability in LNCaP prostate cancer cells .
",
5076,"In contrast , a moderate effect on cell viability was observed in normal prostate epithelial cells .
",
5077,"At the cellular level , the combination of metformin and 2DG induced p53-dependent apoptosis via the energy sensor pathway AMP kinase , and the reexpression of a functional p53 in p53-deficient prostate cancer cells restored caspase-3 activity .
",Resisting cell death--Apoptosis
5078,"In addition to apoptosis , the combination of metformin and 2DG arrested prostate cancer cells in G(2)-M .
",
5079,"This G(2)-M arrest was independent of p53 and correlated with a stronger decrease in cell viability than obtained with either drug .
",
5080,"Finally , metformin inhibited 2DG-induced autophagy , decreased beclin 1 expression , and triggered a switch from a survival process to cell death .
",Resisting cell death--Autophagy
5081,"Our study reinforces the growing interest of metabolic perturbators in cancer therapy and highlights the potential use of the combination of metformin and 2DG as an anticancerous treatment .
",
5082,"Tumor invasion and metastasis are the primary causes of cancer patient mortality , underscoring the need for identification of novel genes and signaling pathways that mediate these prognosis-determining phenomena .
",
5083,"To identify and characterize novel lung adenocarcinoma genes associated with lung cancer progression , we created a bioinformatics-based approach that focuses on human cell-cycle-regulated genes that have evolved only in higher organisms but not in lower eukaryotic cells .
",
